DB ID,Parasite Reported Name,Parasite Corrected Name,Host Reported Name,Host Corrected Name C&H,Host Corrected Name W&R05,Location,Latitude,Longitude,Resolution,Prevalence,Sample Size,Sample Basis,Host Sex,Host Age,Parasite Type,Close,Sexual,Vertical,Nonclose,Vector,Intermediate,Citation,Full Reference
2927,Entopolypoides macaci,Entopolypoides macaci,Papio cynocephalus,Papio cynocephalus,Papio cynocephalus,KENYA,1.0,38.0,N,0.12,127.0,Animals,,,Protozoa,0.0,0.0,0.0,0.0,1.0,0.0,Moore and Kuntz 1975,"Moore, J. A., and R. E. Kuntz. 1975. Entopolypoides-Macaci Mayer, 1934 in African Baboon (Papio-Cynocephalus L 1766). Journal of Medical Primatology 4:1-7."
2928,Hepatocystis kochi,Hepatocystis kochi,Papio cynocephalus,Papio cynocephalus,Papio cynocephalus,KENYA,1.0,38.0,N,,,,,,Protozoa,0.0,0.0,0.0,0.0,1.0,0.0,Moore and Kuntz 1975,"Moore, J. A., and R. E. Kuntz. 1975. Entopolypoides-Macaci Mayer, 1934 in African Baboon (Papio-Cynocephalus L 1766). Journal of Medical Primatology 4:1-7."
2929,Ebola virus,Ebolavirus sp.,chimpanzee,Pan troglodytes,Pan troglodytes,Tai,5.75,-7.08,SL,,,,,,Virus,1.0,0.0,0.0,0.0,0.0,0.0,Morrel 1995,"Morrel, V. 1995. Chimpanzee outbreak heats up search for Ebola origin. Science 268:974- 975."
2930,Oesophagostomum sp.,Oesophagostomum sp.,Cercopithecus mitis,Cercopithecus mitis,Cercopithecus mitis,KENYA,1.0,38.0,N,0.472,55.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Munene et al. 1998,"Munene E., Otsyula M., Mbaabu D.A.N., Mutahi W.T., Muriuki S.M.K., Muchemi G.M. 1998.  Helminth and protozoan gastrointestinal tract parasites in captive and wild-trapped African non-human primates.  Veterinary Parasitology 78 (3): 195-201."
2933,simian immunodeficiency virus (SIV),Lentivirus SIV sp.,Cercopithecus aethiops,Cercopithecus aethiops,Chlorocebus aethiops,SENEGAL,14.0,-14.0,N,0.4,325.0,Animals,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Mueller et al. 1993,"Mueller, M. C., K. Saksena-Nitin, E. Nerrienet, Chappey-Colombe, M. A. Herve-Vincent, J. P. Durand, P. Legal-Campodonico et al. 1993. Simian immunodeficiency viruses from central and western Africa: Evidence for a New Species- Specific Lentivirus in Tantalaus Monkeys. Journal of Virology:1227- 1235. "
2934,simian immunodeficiency virus (SIV),Lentivirus SIV sp.,Cercopithecus aethiops,Cercopithecus aethiops,Chlorocebus aethiops,CENTRAL AFRICAN REPUBLIC,7.0,21.0,N,0.37,80.0,Animals,,,Virus,1.0,1.0,1.0,0.0,0.0,0.0,Mueller et al. 1993,"Mueller, M. C., K. Saksena-Nitin, E. Nerrienet, Chappey-Colombe, M. A. Herve-Vincent, J. P. Durand, P. Legal-Campodonico et al. 1993. Simian immunodeficiency viruses from central and western Africa: Evidence for a New Species- Specific Lentivirus in Tantalaus Monkeys. Journal of Virology:1227- 1235. "
2935,Physaloptera sp.,Physaloptera sp.,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.656,206.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2936,Streptopharagus sp.,Streptopharagus sp.,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.67,206.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2937,Strongyloides sp.,Strongyloides sp.,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.69,206.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2938,Trichuris sp.,Trichuris sp.,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.806,206.0,Animals,,,Helminth,0.0,0.0,0.0,1.0,0.0,0.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2939,Schistosoma mansoni,Schistosoma mansoni,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.214,206.0,Animals,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2940,Balantidium coli,Balantidium coli,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.204,206.0,Animals,,,Protozoa,1.0,0.0,0.0,1.0,0.0,0.0,Muller-Graf et al. 1996,"MullerGraf, C. D. M., D. A. Collins, and M. E. J. Woolhouse. 1996. Intestinal parasite burden in five troops of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 112:489-497."
2941,Schistosoma mansoni,Schistosoma mansoni,Papio cynocephalus anubis,Papio anubis,Papio anubis,Gombe,-4.7,29.61,SL,0.214,206.0,,,,Helminth,0.0,0.0,0.0,0.0,0.0,1.0,Muller-Graf et al. 1997,"Muller-Graf, C. D. M., D. A. Collins, C. Packer, and M. E. J. Woolhouse. 1997. Schistosoma mansoni infection in a natural population of olive baboons (Papio cynocephalus anubis) in Gombe Stream National Park, Tanzania. Parasitology 115:621-627."
2942,Plasmodium inui,Plasmodium inui,Silenus sinicus (M. radiata),Macaca radiata,Macaca radiata,Nilgiri Hills,11.41,76.5,SL,,1.0,,,,Protozoa,0.0,0.0,0.0,0.0,1.0,0.0,Mulligan and Swaminath 1940,"Mulligan, H. W., and C. S. Swaminath. 1940. Natural Infection With Plasmodium Inui in Silenus Sinicus From South India. Journal of the Malaria Institute of India 3:603- 604."
